"";"Age_population";"Sexe_population";"Effectif_population";"id_population"
"1420";"[70,75)";"H";"19443";1420
"1421";"[75,80)";"H";"17654";1421
"1422";"[80,85)";"H";"12532";1422
"1423";"[85,90)";"H";"7133";1423
"1424";"[90,95)";"H";"2398";1424
"1425";"[16,20)";"F";"32984.8";1425
"1426";"[20,25)";"F";"39856";1426
"1427";"[25,30)";"F";"39531";1427
"1428";"[30,35)";"F";"43149";1428
"1429";"[35,40)";"F";"43917";1429
"1430";"[40,45)";"F";"47064";1430
"1431";"[45,50)";"F";"45246";1431
"1432";"[50,55)";"F";"44045";1432
"1433";"[55,60)";"F";"41486";1433
"1434";"[60,65)";"F";"42956";1434
"1435";"[65,70)";"F";"32988";1435
"1436";"[70,75)";"F";"24034";1436
"1437";"[75,80)";"F";"24762";1437
"1438";"[80,85)";"F";"21866";1438
"1439";"[85,90)";"F";"15491";1439
"1440";"[90,95)";"F";"6971";1440
"1441";"[16,20)";"H";"16246.4";1441
"1442";"[20,25)";"H";"19549";1442
"1443";"[25,30)";"H";"18743";1443
"1444";"[30,35)";"H";"20442";1444
"1445";"[35,40)";"H";"20820";1445
"1446";"[40,45)";"H";"22780";1446
"1447";"[45,50)";"H";"22084";1447
"1448";"[50,55)";"H";"21382";1448
"1449";"[55,60)";"H";"20742";1449
"1450";"[60,65)";"H";"20652";1450
"1451";"[65,70)";"H";"16197";1451
"1452";"[70,75)";"H";"10957";1452
"1453";"[75,80)";"H";"9914";1453
"1454";"[80,85)";"H";"7598";1454
"1455";"[85,90)";"H";"4285";1455
"1456";"[90,95)";"H";"1619";1456
"1457";"[16,20)";"F";"14804.8";1457
"1458";"[20,25)";"F";"18571";1458
"1459";"[25,30)";"F";"19812";1459
"1460";"[30,35)";"F";"20929";1460
"1461";"[35,40)";"F";"20961";1461
"1462";"[40,45)";"F";"23180";1462
"1463";"[45,50)";"F";"22690";1463
"1464";"[50,55)";"F";"22027";1464
"1465";"[55,60)";"F";"21932";1465
"1466";"[60,65)";"F";"22056";1466
"1467";"[65,70)";"F";"17151";1467
"1468";"[70,75)";"F";"12712";1468
"1469";"[75,80)";"F";"12828";1469
"1470";"[80,85)";"F";"11581";1470
"1471";"[85,90)";"F";"8106";1471
"1472";"[90,95)";"F";"3798";1472
"1473";"[16,20)";"H";"3420.8";1473
"1474";"[20,25)";"H";"3551";1474
"1475";"[25,30)";"H";"3532";1475
"1476";"[30,35)";"H";"4028";1476
"1477";"[35,40)";"H";"4712";1477
"1478";"[40,45)";"H";"5551";1478
"1479";"[45,50)";"H";"5854";1479
"1480";"[50,55)";"H";"6247";1480
"1481";"[55,60)";"H";"6310";1481
"1482";"[60,65)";"H";"7210";1482
"1483";"[65,70)";"H";"5775";1483
"1484";"[70,75)";"H";"4296";1484
"1485";"[75,80)";"H";"4034";1485
"1486";"[80,85)";"H";"3091";1486
"1487";"[85,90)";"H";"1847";1487
"1488";"[90,95)";"H";"683";1488
"1489";"[16,20)";"F";"3086.4";1489
"1490";"[20,25)";"F";"3115";1490
"1491";"[25,30)";"F";"3510";1491
"1492";"[30,35)";"F";"4058";1492
"1493";"[35,40)";"F";"4720";1493
"1494";"[40,45)";"F";"5645";1494
"1495";"[45,50)";"F";"6079";1495
"1496";"[50,55)";"F";"6314";1496
"1497";"[55,60)";"F";"6838";1497
"1498";"[60,65)";"F";"7082";1498
"1499";"[65,70)";"F";"6134";1499
"1500";"[70,75)";"F";"4784";1500
"1501";"[75,80)";"F";"4751";1501
"1502";"[80,85)";"F";"4488";1502
"1503";"[85,90)";"F";"3415";1503
"1504";"[90,95)";"F";"1559";1504
"1505";"[16,20)";"H";"7112";1505
"1506";"[20,25)";"H";"7907";1506
"1507";"[25,30)";"H";"7867";1507
"1508";"[30,35)";"H";"8638";1508
"1509";"[35,40)";"H";"8940";1509
"1510";"[40,45)";"H";"10630";1510
"1511";"[45,50)";"H";"11226";1511
"1512";"[50,55)";"H";"11073";1512
"1513";"[55,60)";"H";"10937";1513
"1514";"[60,65)";"H";"12038";1514
"1515";"[65,70)";"H";"9764";1515
"1516";"[70,75)";"H";"7655";1516
"1517";"[75,80)";"H";"6830";1517
"1518";"[80,85)";"H";"5342";1518
"1519";"[85,90)";"H";"3304";1519
"1520";"[90,95)";"H";"1080";1520
"1521";"[16,20)";"F";"6719.2";1521
"1522";"[20,25)";"F";"7438";1522
"1523";"[25,30)";"F";"8191";1523
"1524";"[30,35)";"F";"8961";1524
"1525";"[35,40)";"F";"9213";1525
"1526";"[40,45)";"F";"10814";1526
"1527";"[45,50)";"F";"11693";1527
"1528";"[50,55)";"F";"11690";1528
"1529";"[55,60)";"F";"11892";1529
"1530";"[60,65)";"F";"12757";1530
"1531";"[65,70)";"F";"10800";1531
"1532";"[70,75)";"F";"8331";1532
"1533";"[75,80)";"F";"8468";1533
"1534";"[80,85)";"F";"7931";1534
"1535";"[85,90)";"F";"5783";1535
"1536";"[90,95)";"F";"2691";1536
"1537";"[16,20)";"H";"1748";1537
"1538";"[20,25)";"H";"1901";1538
"1539";"[25,30)";"H";"1914";1539
"1540";"[30,35)";"H";"2011";1540
"1541";"[35,40)";"H";"2242";1541
"1542";"[40,45)";"H";"2778";1542
"1543";"[45,50)";"H";"2728";1543
"1544";"[50,55)";"H";"2804";1544
"1545";"[55,60)";"H";"2868";1545
"1546";"[60,65)";"H";"3007";1546
"1547";"[65,70)";"H";"2305";1547
"1548";"[70,75)";"H";"1721";1548
"1549";"[75,80)";"H";"1475";1549
"1550";"[80,85)";"H";"1144";1550
"1551";"[85,90)";"H";"697";1551
"1552";"[90,95)";"H";"271";1552
"1553";"[16,20)";"F";"1484";1553
"1554";"[20,25)";"F";"1772";1554
"1555";"[25,30)";"F";"1758";1555
"1556";"[30,35)";"F";"2069";1556
"1557";"[35,40)";"F";"2168";1557
"1558";"[40,45)";"F";"2574";1558
"1559";"[45,50)";"F";"2585";1559
"1560";"[50,55)";"F";"2693";1560
"1561";"[55,60)";"F";"2622";1561
"1562";"[60,65)";"F";"2733";1562
"1563";"[65,70)";"F";"2231";1563
"1564";"[70,75)";"F";"1772";1564
"1565";"[75,80)";"F";"1845";1565
"1566";"[80,85)";"F";"1598";1566
"1567";"[85,90)";"F";"1276";1567
"1568";"[90,95)";"F";"658";1568
"1569";"[16,20)";"H";"20585.6";1569
"1570";"[20,25)";"H";"25244";1570
"1571";"[25,30)";"H";"22657";1571
"1572";"[30,35)";"H";"24886";1572
"1573";"[35,40)";"H";"24983";1573
"1574";"[40,45)";"H";"26691";1574
"1575";"[45,50)";"H";"26050";1575
"1576";"[50,55)";"H";"25422";1576
"1577";"[55,60)";"H";"24342";1577
"1578";"[60,65)";"H";"23585";1578
"1579";"[65,70)";"H";"17431";1579
"1580";"[70,75)";"H";"12635";1580
"1581";"[75,80)";"H";"11612";1581
"1582";"[80,85)";"H";"8919";1582
"1583";"[85,90)";"H";"5488";1583
"1584";"[90,95)";"H";"1879";1584
"1585";"[16,20)";"F";"20614.4";1585
"1586";"[20,25)";"F";"24579";1586
"1587";"[25,30)";"F";"23098";1587
"1588";"[30,35)";"F";"24268";1588
"1589";"[35,40)";"F";"24840";1589
"1590";"[40,45)";"F";"26452";1590
"1591";"[45,50)";"F";"26409";1591
"1592";"[50,55)";"F";"26572";1592
"1593";"[55,60)";"F";"25402";1593
"1594";"[60,65)";"F";"25075";1594
"1595";"[65,70)";"F";"19518";1595
"1596";"[70,75)";"F";"15254";1596
"1597";"[75,80)";"F";"15400";1597
"1598";"[80,85)";"F";"14182";1598
"1599";"[85,90)";"F";"10081";1599
"1600";"[90,95)";"F";"4865";1600
"1601";"[16,20)";"H";"11458.4";1601
"1602";"[20,25)";"H";"12341";1602
"1603";"[25,30)";"H";"12962";1603
"1604";"[30,35)";"H";"13624";1604
"1605";"[35,40)";"H";"14069";1605
"1606";"[40,45)";"H";"16382";1606
"1607";"[45,50)";"H";"17544";1607
"1608";"[50,55)";"H";"18124";1608
"1609";"[55,60)";"H";"17523";1609
"1610";"[60,65)";"H";"17536";1610
"1611";"[65,70)";"H";"13344";1611
"1612";"[70,75)";"H";"9602";1612
"1613";"[75,80)";"H";"9477";1613
"1614";"[80,85)";"H";"7312";1614
"1615";"[85,90)";"H";"4035";1615
"1616";"[90,95)";"H";"1203";1616
"1617";"[16,20)";"F";"10394.4";1617
"1618";"[20,25)";"F";"11144";1618
"1619";"[25,30)";"F";"12249";1619
"1620";"[30,35)";"F";"13320";1620
"1621";"[35,40)";"F";"14141";1621
"1622";"[40,45)";"F";"16045";1622
"1623";"[45,50)";"F";"17580";1623
"1624";"[50,55)";"F";"17612";1624
"1625";"[55,60)";"F";"17262";1625
"1626";"[60,65)";"F";"18180";1626
"1627";"[65,70)";"F";"14356";1627
"1628";"[70,75)";"F";"11491";1628
"1629";"[75,80)";"F";"12700";1629
"1630";"[80,85)";"F";"11639";1630
"1631";"[85,90)";"F";"7914";1631
"1632";"[90,95)";"F";"3526";1632
"1633";"[16,20)";"H";"14623.2";1633
"1634";"[20,25)";"H";"20356";1634
"1635";"[25,30)";"H";"18126";1635
"1636";"[30,35)";"H";"17873";1636
"1637";"[35,40)";"H";"17689";1637
"1638";"[40,45)";"H";"19317";1638
"1639";"[45,50)";"H";"18944";1639
"1640";"[50,55)";"H";"18135";1640
"1641";"[55,60)";"H";"17841";1641
"1642";"[60,65)";"H";"17729";1642
"1643";"[65,70)";"H";"13148";1643
"1644";"[70,75)";"H";"8627";1644
"1645";"[75,80)";"H";"7669";1645
"1646";"[85,90)";"H";"3005";1646
"1647";"[90,95)";"H";"1098";1647
"1648";"[16,20)";"F";"14218.4";1648
"1649";"[20,25)";"F";"19318";1649
"1650";"[25,30)";"F";"18073";1650
"1651";"[30,35)";"F";"17774";1651
"1652";"[35,40)";"F";"17272";1652
"1653";"[40,45)";"F";"19535";1653
"1654";"[45,50)";"F";"19469";1654
"1655";"[50,55)";"F";"19313";1655
"1656";"[55,60)";"F";"19134";1656
"1657";"[60,65)";"F";"19164";1657
"1658";"[65,70)";"F";"14423";1658
"1659";"[70,75)";"F";"10505";1659
"1660";"[75,80)";"F";"10636";1660
"1661";"[80,85)";"F";"9400";1661
"1662";"[85,90)";"F";"6763";1662
"1663";"[90,95)";"F";"3091";1663
"1664";"[16,20)";"H";"3864";1664
"1665";"[20,25)";"H";"5199";1665
"1666";"[25,30)";"H";"5128";1666
"1667";"[30,35)";"H";"5088";1667
"1668";"[35,40)";"H";"5067";1668
"1669";"[40,45)";"H";"5989";1669
"1670";"[45,50)";"H";"6372";1670
"1671";"[50,55)";"H";"6343";1671
"1672";"[55,60)";"H";"6488";1672
"1673";"[60,65)";"H";"6575";1673
"1674";"[65,70)";"H";"5002";1674
"1675";"[70,75)";"H";"3711";1675
"1676";"[75,80)";"H";"3338";1676
"1677";"[80,85)";"H";"2443";1677
"1678";"[85,90)";"H";"1352";1678
"1679";"[90,95)";"H";"452";1679
"1680";"[16,20)";"F";"3620";1680
"1681";"[20,25)";"F";"4001";1681
"1682";"[25,30)";"F";"4678";1682
"1683";"[30,35)";"F";"4986";1683
"1684";"[35,40)";"F";"5025";1684
"1685";"[40,45)";"F";"5677";1685
"1686";"[45,50)";"F";"6341";1686
"1687";"[50,55)";"F";"6639";1687
"1688";"[55,60)";"F";"6717";1688
"1689";"[60,65)";"F";"6677";1689
"1690";"[65,70)";"F";"5210";1690
"1691";"[70,75)";"F";"4223";1691
"1692";"[75,80)";"F";"4368";1692
"1693";"[80,85)";"F";"4020";1693
"1694";"[85,90)";"F";"2797";1694
"1695";"[90,95)";"F";"1288";1695
"1696";"[16,20)";"H";"7492";1696
"1697";"[20,25)";"H";"7920";1697
"1698";"[25,30)";"H";"7919";1698
"1699";"[30,35)";"H";"8886";1699
"1700";"[35,40)";"H";"9393";1700
"1701";"[40,45)";"H";"10623";1701
"1702";"[45,50)";"H";"10572";1702
"1703";"[50,55)";"H";"10282";1703
"1704";"[55,60)";"H";"10027";1704
"1705";"[60,65)";"H";"9716";1705
"1706";"[65,70)";"H";"7146";1706
"1707";"[70,75)";"H";"5041";1707
"1708";"[75,80)";"H";"5421";1708
"1709";"[80,85)";"H";"4323";1709
"1710";"[85,90)";"H";"2610";1710
"1711";"[90,95)";"H";"821";1711
"1712";"[16,20)";"F";"6671.2";1712
"1713";"[20,25)";"F";"7167";1713
"1714";"[25,30)";"F";"7797";1714
"1715";"[30,35)";"F";"8793";1715
"1716";"[35,40)";"F";"9429";1716
"1717";"[40,45)";"F";"10100";1717
"1718";"[45,50)";"F";"10150";1718
"1719";"[50,55)";"F";"10036";1719
"1720";"[55,60)";"F";"9924";1720
"1721";"[60,65)";"F";"10145";1721
"1722";"[65,70)";"F";"7656";1722
"1723";"[70,75)";"F";"6148";1723
"1724";"[75,80)";"F";"6737";1724
"1725";"[80,85)";"F";"6091";1725
"1726";"[85,90)";"F";"4450";1726
"1727";"[90,95)";"F";"2220";1727
"1728";"[16,20)";"H";"19328";1728
"1729";"[20,25)";"H";"27625";1729
"1730";"[25,30)";"H";"23208";1730
"1731";"[30,35)";"H";"23154";1731
"1732";"[35,40)";"H";"22326";1732
"1733";"[40,45)";"H";"24431";1733
"1734";"[45,50)";"H";"23824";1734
"1735";"[50,55)";"H";"23690";1735
"1736";"[55,60)";"H";"23003";1736
"1737";"[60,65)";"H";"22142";1737
"1738";"[65,70)";"H";"16178";1738
"1739";"[70,75)";"H";"11518";1739
"1740";"[75,80)";"H";"10252";1740
"1741";"[80,85)";"H";"8073";1741
"1742";"[85,90)";"H";"3926";1742
"1743";"[90,95)";"H";"1296";1743
"1744";"[16,20)";"F";"18708.8";1744
"1745";"[20,25)";"F";"26768";1745
"1746";"[25,30)";"F";"22859";1746
"1747";"[30,35)";"F";"2.30E+04";1747
"1748";"[35,40)";"F";"22236";1748
"1749";"[40,45)";"F";"24352";1749
"1750";"[45,50)";"F";"24708";1750
"1751";"[50,55)";"F";"24972";1751
"1752";"[55,60)";"F";"24863";1752
"1753";"[60,65)";"F";"23540";1753
"1754";"[65,70)";"F";"18149";1754
"1755";"[70,75)";"F";"14310";1755
"1756";"[75,80)";"F";"14679";1756
"1757";"[80,85)";"F";"13260";1757
"1758";"[85,90)";"F";"8819";1758
"1759";"[90,95)";"F";"3665";1759
"1760";"[16,20)";"H";"4408.8";1760
"1761";"[20,25)";"H";"5415";1761
"1762";"[25,30)";"H";"5663";1762
"1763";"[30,35)";"H";"5659";1763
"1764";"[35,40)";"H";"5731";1764
"1765";"[40,45)";"H";"6386";1765
"1766";"[45,50)";"H";"6790";1766
"1767";"[50,55)";"H";"6879";1767
"1768";"[55,60)";"H";"6911";1768
"1769";"[60,65)";"H";"6815";1769
"1770";"[65,70)";"H";"4795";1770
"1771";"[70,75)";"H";"3235";1771
"1772";"[75,80)";"H";"3147";1772
"1773";"[80,85)";"H";"2394";1773
"1774";"[85,90)";"H";"1277";1774
"1775";"[90,95)";"H";"443";1775
"1776";"[16,20)";"F";"3956.8";1776
"1777";"[20,25)";"F";"4669";1777
"1778";"[25,30)";"F";"5190";1778
"1779";"[30,35)";"F";"5433";1779
"1780";"[35,40)";"F";"5584";1780
"1781";"[40,45)";"F";"6300";1781
"1782";"[45,50)";"F";"6676";1782
"1783";"[50,55)";"F";"6625";1783
"1784";"[55,60)";"F";"6954";1784
"1785";"[60,65)";"F";"6705";1785
"1786";"[65,70)";"F";"4909";1786
"1787";"[70,75)";"F";"3945";1787
"1788";"[75,80)";"F";"4276";1788
"1789";"[80,85)";"F";"3918";1789
"1790";"[85,90)";"F";"2811";1790
"1791";"[90,95)";"F";"1161";1791
"1792";"[16,20)";"H";"16752.8";1792
"1793";"[20,25)";"H";"18529";1793
"1794";"[25,30)";"H";"18414";1794
"1795";"[30,35)";"H";"20554";1795
"1796";"[35,40)";"H";"22167";1796
"1797";"[40,45)";"H";"25192";1797
"1798";"[45,50)";"H";"25325";1798
"1799";"[50,55)";"H";"25378";1799
"1800";"[55,60)";"H";"24451";1800
"1801";"[60,65)";"H";"25616";1801
"1802";"[65,70)";"H";"20331";1802
"1803";"[70,75)";"H";"14261";1803
"1804";"[75,80)";"H";"13215";1804
"1805";"[80,85)";"H";"9245";1805
"1806";"[85,90)";"H";"5074";1806
"1807";"[90,95)";"H";"1680";1807
"1808";"[16,20)";"F";"15535.2";1808
"1809";"[20,25)";"F";"16409";1809
"1810";"[25,30)";"F";"17552";1810
"1811";"[30,35)";"F";"20452";1811
"1812";"[35,40)";"F";"21856";1812
"1813";"[40,45)";"F";"25148";1813
"1814";"[45,50)";"F";"25218";1814
"1815";"[50,55)";"F";"26083";1815
"1816";"[55,60)";"F";"25523";1816
"1817";"[60,65)";"F";"27773";1817
"1818";"[65,70)";"F";"22587";1818
"1819";"[70,75)";"F";"16945";1819
"1820";"[75,80)";"F";"17895";1820
"1821";"[80,85)";"F";"15913";1821
"1822";"[85,90)";"F";"10915";1822
"1823";"[90,95)";"F";"4806";1823
"1824";"[16,20)";"H";"24456.8";1824
"1825";"[20,25)";"H";"32184";1825
"1826";"[25,30)";"H";"33431";1826
"1827";"[30,35)";"H";"33644";1827
"1828";"[35,40)";"H";"33111";1828
"1829";"[40,45)";"H";"36645";1829
"1830";"[45,50)";"H";"38460";1830
"1831";"[50,55)";"H";"38044";1831
"1832";"[55,60)";"H";"36378";1832
"1833";"[60,65)";"H";"32509";1833
"1834";"[65,70)";"H";"22172";1834
"1835";"[70,75)";"H";"18718";1835
"1836";"[75,80)";"H";"15732";1836
"1837";"[80,85)";"H";"11331";1837
"1838";"[85,90)";"H";"4913";1838
"1839";"[90,95)";"H";"1383";1839
"1840";"[16,20)";"F";"22823.2";1840
"1841";"[20,25)";"F";"29533";1841
"1842";"[25,30)";"F";"32104";1842
"1843";"[30,35)";"F";"34071";1843
"1844";"[35,40)";"F";"32076";1844
"1845";"[40,45)";"F";"36656";1845
"1846";"[45,50)";"F";"38808";1846
"1847";"[50,55)";"F";"38953";1847
"1848";"[55,60)";"F";"38093";1848
"1849";"[60,65)";"F";"34306";1849
"1850";"[65,70)";"F";"24263";1850
"1851";"[70,75)";"F";"22391";1851
"1852";"[75,80)";"F";"21367";1852
"1853";"[80,85)";"F";"18080";1853
"1854";"[85,90)";"F";"11252";1854
"1855";"[90,95)";"F";"4458";1855
"1856";"[16,20)";"H";"4528";1856
"1857";"[20,25)";"H";"4989";1857
"1858";"[25,30)";"H";"4850";1858
"1859";"[30,35)";"H";"5242";1859
"1860";"[35,40)";"H";"5630";1860
"1861";"[40,45)";"H";"6455";1861
"1862";"[45,50)";"H";"7061";1862
"1863";"[50,55)";"H";"7587";1863
"1864";"[55,60)";"H";"8014";1864
"1865";"[60,65)";"H";"8771";1865
"1866";"[65,70)";"H";"6835";1866
"1867";"[70,75)";"H";"5106";1867
"1868";"[75,80)";"H";"4643";1868
"1869";"[80,85)";"H";"3438";1869
"1870";"[85,90)";"H";"1926";1870
"1871";"[90,95)";"H";"669";1871
"1872";"[16,20)";"F";"4089.6";1872
"1873";"[20,25)";"F";"4600";1873
"1874";"[25,30)";"F";"4682";1874
"1875";"[30,35)";"F";"5251";1875
"1876";"[35,40)";"F";"5505";1876
"1877";"[40,45)";"F";"6529";1877
"1878";"[45,50)";"F";"7208";1878
"1879";"[50,55)";"F";"7541";1879
"1880";"[55,60)";"F";"8559";1880
"1881";"[60,65)";"F";"8966";1881
"1882";"[65,70)";"F";"7382";1882
"1883";"[70,75)";"F";"5966";1883
"1884";"[75,80)";"F";"6204";1884
"1885";"[80,85)";"F";"5855";1885
"1886";"[85,90)";"F";"4141";1886
"1887";"[90,95)";"F";"1905";1887
"1888";"[16,20)";"H";"71069.6";1888
"1889";"[20,25)";"H";"92956";1889
"1890";"[25,30)";"H";"85062";1890
"1891";"[30,35)";"H";"85443";1891
"1892";"[35,40)";"H";"82753";1892
"1893";"[40,45)";"H";"86871";1893
"1894";"[45,50)";"H";"83405";1894
"1895";"[50,55)";"H";"81341";1895
"1896";"[55,60)";"H";"76138";1896
"1897";"[60,65)";"H";"71992";1897
"1898";"[65,70)";"H";"51368";1898
"1899";"[70,75)";"H";"32839";1899
"1900";"[75,80)";"H";"29086";1900
"1901";"[80,85)";"H";"22126";1901
"1902";"[85,90)";"H";"11373";1902
"1903";"[90,95)";"H";"3526";1903
"1904";"[16,20)";"F";"67988";1904
"1905";"[20,25)";"F";"91728";1905
"1906";"[25,30)";"F";"87333";1906
"1907";"[30,35)";"F";"87114";1907
"1908";"[35,40)";"F";"83754";1908
"1909";"[40,45)";"F";"87320";1909
"1910";"[45,50)";"F";"86122";1910
"1911";"[50,55)";"F";"84582";1911
"1912";"[55,60)";"F";"83756";1912
"1913";"[60,65)";"F";"79881";1913
"1914";"[65,70)";"F";"59554";1914
"1915";"[70,75)";"F";"42605";1915
"1916";"[75,80)";"F";"45855";1916
"1917";"[80,85)";"F";"41135";1917
"1918";"[85,90)";"F";"27088";1918
"1919";"[90,95)";"F";"11147";1919
"1920";"[16,20)";"H";"20788";1920
"1921";"[20,25)";"H";"24014";1921
"1922";"[25,30)";"H";"24401";1922
"1923";"[30,35)";"H";"25900";1923
"1924";"[35,40)";"H";"27320";1924
"1925";"[40,45)";"H";"30037";1925
"1926";"[45,50)";"H";"29451";1926
"1927";"[50,55)";"H";"27660";1927
"1928";"[55,60)";"H";"25729";1928
"1929";"[60,65)";"H";"24321";1929
"1930";"[65,70)";"H";"17418";1930
"1931";"[70,75)";"H";"11233";1931
"1932";"[75,80)";"H";"9595";1932
"1933";"[80,85)";"H";"6862";1933
"1934";"[85,90)";"H";"3480";1934
"1935";"[90,95)";"H";"1191";1935
"1936";"[16,20)";"F";"19369.6";1936
"1937";"[20,25)";"F";"22637";1937
"1938";"[25,30)";"F";"25088";1938
"1939";"[30,35)";"F";"26748";1939
"1940";"[35,40)";"F";"27492";1940
"1941";"[40,45)";"F";"29749";1941
"1942";"[45,50)";"F";"29539";1942
"1943";"[50,55)";"F";"28051";1943
"1944";"[55,60)";"F";"26713";1944
"1945";"[60,65)";"F";"25587";1945
"1946";"[65,70)";"F";"17922";1946
"1947";"[70,75)";"F";"12933";1947
"1948";"[75,80)";"F";"13038";1948
"1949";"[80,85)";"F";"10976";1949
"1950";"[85,90)";"F";"7530";1950
"1951";"[90,95)";"F";"3306";1951
"1952";"[16,20)";"H";"6741.6";1952
"1953";"[20,25)";"H";"6854";1953
"1954";"[25,30)";"H";"6967";1954
"1955";"[30,35)";"H";"7529";1955
"1956";"[35,40)";"H";"7796";1956
"1957";"[40,45)";"H";"9269";1957
"1958";"[45,50)";"H";"9839";1958
"1959";"[50,55)";"H";"9857";1959
"1960";"[55,60)";"H";"10179";1960
"1961";"[60,65)";"H";"10797";1961
"1962";"[65,70)";"H";"7929";1962
"1963";"[70,75)";"H";"5565";1963
"1964";"[75,80)";"H";"5727";1964
"1965";"[80,85)";"H";"4351";1965
"1966";"[85,90)";"H";"2395";1966
"1967";"[90,95)";"H";"825";1967
"1968";"[16,20)";"F";"6220.8";1968
"1969";"[20,25)";"F";"6728";1969
"1970";"[25,30)";"F";"6982";1970
"1971";"[30,35)";"F";"7474";1971
"1972";"[35,40)";"F";"7838";1972
"1973";"[40,45)";"F";"9241";1973
"1974";"[45,50)";"F";"9677";1974
"1975";"[50,55)";"F";"10176";1975
"1976";"[55,60)";"F";"10324";1976
"1977";"[60,65)";"F";"10939";1977
"1978";"[65,70)";"F";"8574";1978
"1979";"[70,75)";"F";"6712";1979
"1980";"[75,80)";"F";"7326";1980
"1981";"[80,85)";"F";"6671";1981
"1982";"[85,90)";"F";"4667";1982
"1983";"[90,95)";"F";"2252";1983
"1984";"[16,20)";"H";"37299.2";1984
"1985";"[20,25)";"H";"42825";1985
"1986";"[25,30)";"H";"44006";1986
"1987";"[30,35)";"H";"45269";1987
"1988";"[35,40)";"H";"45901";1988
"1989";"[40,45)";"H";"49621";1989
"1990";"[45,50)";"H";"49517";1990
"1991";"[50,55)";"H";"49071";1991
"1992";"[55,60)";"H";"46649";1992
"1993";"[60,65)";"H";"44961";1993
"1994";"[65,70)";"H";"31216";1994
"1995";"[70,75)";"H";"19777";1995
"1996";"[75,80)";"H";"18026";1996
"1997";"[80,85)";"H";"13624";1997
"1998";"[85,90)";"H";"7027";1998
"1999";"[90,95)";"H";"2147";1999
"2000";"[16,20)";"F";"35280.8";2000
"2001";"[20,25)";"F";"41464";2001
"2002";"[25,30)";"F";"44204";2002
"2003";"[30,35)";"F";"46540";2003
"2004";"[35,40)";"F";"46488";2004
"2005";"[40,45)";"F";"50200";2005
"2006";"[45,50)";"F";"49642";2006
"2007";"[50,55)";"F";"49750";2007
"2008";"[55,60)";"F";"49811";2008
"2009";"[60,65)";"F";"48884";2009
"2010";"[65,70)";"F";"35882";2010
"2011";"[70,75)";"F";"26160";2011
"2012";"[75,80)";"F";"29060";2012
"2013";"[80,85)";"F";"26106";2013
"2014";"[85,90)";"F";"17154";2014
"2015";"[90,95)";"F";"6911";2015
"2016";"[16,20)";"H";"14480.8";2016
"2017";"[20,25)";"H";"21745";2017
"2018";"[25,30)";"H";"19065";2018
"2019";"[30,35)";"H";"18899";2019
"2020";"[35,40)";"H";"20019";2020
"2021";"[40,45)";"H";"22068";2021
"2022";"[45,50)";"H";"21732";2022
"2023";"[50,55)";"H";"21692";2023
"2024";"[55,60)";"H";"21188";2024
"2025";"[60,65)";"H";"21561";2025
"2026";"[65,70)";"H";"16719";2026
"2027";"[70,75)";"H";"11407";2027
"2028";"[75,80)";"H";"10055";2028
"2029";"[80,85)";"H";"7295";2029
"2030";"[85,90)";"H";"3945";2030
"2031";"[90,95)";"H";"1420";2031
"2032";"[16,20)";"F";"14437.6";2032
"2033";"[20,25)";"F";"21145";2033
"2034";"[25,30)";"F";"18307";2034
"2035";"[30,35)";"F";"19110";2035
"2036";"[35,40)";"F";"19219";2036
"2037";"[40,45)";"F";"21920";2037
"2038";"[45,50)";"F";"22034";2038
"2039";"[50,55)";"F";"21924";2039
"2040";"[55,60)";"F";"22561";2040
"2041";"[60,65)";"F";"22999";2041
"2042";"[65,70)";"F";"18306";2042
"2043";"[70,75)";"F";"13350";2043
"2044";"[75,80)";"F";"13828";2044
"2045";"[80,85)";"F";"12263";2045
"2046";"[85,90)";"F";"8744";2046
"2047";"[90,95)";"F";"4070";2047
"2048";"[16,20)";"H";"14720.8";2048
"2049";"[20,25)";"H";"17615";2049
"2050";"[25,30)";"H";"17387";2050
"2051";"[30,35)";"H";"19078";2051
"2052";"[35,40)";"H";"19987";2052
